lat,lng
38.8370788,115.147729
38.7886173,121.153793
38.7824238,101.074869
38.7439698,114.975195
38.7275669,112.70748
38.7116771,116.093255
38.7090451,116.100069
38.7090451,116.096056
38.706767,115.154429
38.6943054,116.104406
38.6217521,114.743133
38.6214452,103.093888
38.5794748,116.830693
38.5771933,116.829639
38.5652269,106.353896
38.5549401,106.323907
38.529049,102.170217
38.5192467,102.184473
38.5181088,114.981774
38.5132138,114.998549
38.5121888,106.251182
38.4966313,106.285918
38.4949476,106.24418
38.4829969,112.956256
38.4821164,106.260869
38.4804988,106.242613
38.4627355,111.119473
38.4610865,106.274888
38.4610804,106.243372
38.4587247,106.285151
38.4542897,106.300252
38.4530742,106.320076
38.4458093,106.262796
38.437706,114.552773
38.43683,100.81121
38.4354283,106.282328
38.4317297,112.730278
38.4170591,112.729616
38.4157718,77.2291021
38.3829821,117.328732
38.3463937,114.685144
38.3373508,116.833975
38.3119964,116.851123
38.3119784,116.851741
38.3119784,116.851741
38.307869,114.380381
38.3047639,114.389049
38.304558,116.826585
38.2986517,109.744421
38.2977714,116.823039
38.2860571,109.724924
38.2819652,109.745603
38.2792107,116.918045
38.2480979,101.970086
38.2480979,101.970086
38.2480979,101.970086
38.2480979,101.970086
38.1886101,116.123164
38.1855966,115.198055
38.1762467,114.96777
38.161532,114.555183
38.1512233,114.553299
38.1290627,114.492669
38.1290627,114.492669
38.0879096,106.328709
38.0878632,114.299858
38.0868838,114.560121
38.0850998,114.511068
38.0771538,114.459962
38.0771538,114.459962
38.0768367,114.506473
38.0766928,114.47166
38.0723048,114.473114
38.0677964,114.471119
38.0586758,114.494362
38.0579204,114.467277
38.0436679,114.601556
38.0435042,114.540418
38.0430827,114.472159
38.0430402,114.51261
38.0418862,114.52151
38.0394605,116.710509
38.0389355,114.404833
38.0334773,114.445123
38.0275497,115.032635
38.0261238,114.853034
38.0261223,114.139284
38.0245335,114.445461
38.0235239,114.566077
38.0222794,114.518571
38.0202149,114.495668
38.0165008,114.819559
38.0143875,114.528879
38.013762,114.604357
38.0087666,114.548804
38.007372,114.549983
38.0063949,114.453487
38.0050378,115.567325
37.9984313,106.156903
37.9864209,106.157281
37.9850731,106.185875
37.9845538,106.199579
37.9275989,115.209006
37.9164207,115.219379
37.9124724,102.657974
37.9111504,112.162723
37.9008175,113.157404
37.896535,111.236322
37.8860098,114.653903
37.882835,112.539514
37.8821032,116.547027
37.8821032,116.547027
37.8735385,112.543826
37.8728697,113.536349
37.8684479,112.564982
37.8674066,112.553703
37.866406,116.135785
37.8663566,112.560849
37.8637626,112.561149
37.8609621,112.565771
37.8586546,112.503795
37.857786,112.474703
37.8501782,112.56629
37.850044,112.474906
37.8455386,112.549745
37.832197,112.54722
37.832197,112.54722
37.8241864,112.546982
37.8199076,112.554958
37.8163935,120.760054
37.8098488,120.767154
37.7994859,113.625114
37.7992252,112.608053
37.7873028,112.563883
37.7652578,114.531189
37.7638938,114.531105
37.7483465,115.694432
37.7406166,115.685825
37.7398886,115.643908
37.7390982,112.676892
37.7372987,115.651928
37.7370466,115.689014
37.7354704,115.665308
37.7251444,115.623397
37.7192284,117.203836
37.6897666,112.726089
37.6792178,112.750448
37.640744,120.497849
37.6338642,114.894823
37.6307442,116.384563
37.6305437,116.7848
37.5766351,111.139333
37.5614465,121.240517
37.5614465,121.240517
37.5608517,121.261636
37.5568367,112.159802
37.5553599,115.581358
37.548576,115.566594
37.5458825,112.154234
37.5450295,121.25152
37.5307144,122.064898
37.5248357,122.060264
37.520611,111.149223
37.5172789,111.13018
37.5075102,121.36099
37.5075102,121.36099
37.5025727,110.255774
37.500515,105.174971
37.4959796,118.246172
37.4959796,118.246172
37.4861974,105.67067
37.4861101,122.129423
37.4778226,121.446027
37.4778226,121.446027
37.4701805,116.306447
37.468912,121.442605
37.4603952,118.509459
37.4572146,121.431791
37.4554056,121.430445
37.450666,118.640008
37.450666,118.640008
37.450311,112.570012
37.448117,116.291844
37.4442416,110.898762
37.4338659,121.587207
37.4291626,118.664134
37.4264969,112.014944
37.419163,112.542714
37.4147876,118.696
37.406317,118.503069
37.3827058,121.599404
37.3804725,117.992823
37.3764235,118.012326
37.3652613,120.388691
37.3652613,120.388691
37.3599843,120.388211
37.359853,115.961938
37.3552176,122.548322
37.3082728,117.149671
37.3043871,120.833476
37.2871006,122.067398
37.268799,111.781124
37.263982,111.776105
37.2620683,111.769295
37.2450972,118.875486
37.1976826,112.164164
37.19732,116.876992
37.1896145,116.869346
37.1811423,119.942651
37.1810234,119.943757
37.180656,104.068313
37.1645737,117.833487
37.1643585,116.434812
37.1627843,122.423473
37.159385,111.776214
37.1570291,122.474057
37.1564535,122.411191
37.1553124,122.414568
37.1552582,122.464662
37.1443631,111.781352
37.1442465,118.126172
37.1433832,111.771513
37.106169,110.106869
37.0834324,115.133573
37.0599839,114.471293
37.0597742,118.421981
37.0563702,114.557633
37.0420964,118.539675
36.9895858,115.274898
36.9793495,117.184085
36.9785811,120.704947
36.9784407,118.524988
36.967389,120.713829
36.9673735,120.707608
36.9550767,115.984301
36.9472822,118.07602
36.922216,121.554247
36.9205548,114.877308
36.9056913,120.522061
36.8882161,122.422625
36.8759193,118.714254
36.8612091,120.520697
36.8597431,118.766385
36.8535865,119.39266
36.8532085,119.390007
36.8527149,118.821036
36.8439707,111.764456
36.8348654,112.857678
36.8181215,115.169097
36.8127733,118.325821
36.81085,117.861592
36.81085,117.861592
36.8090152,118.294621
36.8049186,118.044298
36.8042496,118.042774
36.8042496,118.042774
36.8042496,118.042774
36.8012153,118.055896
36.789523,119.960868
36.7892221,119.96218
36.77906,121.176759
36.7398722,119.154287
36.7293456,104.804948
36.7293456,104.804948
36.7263344,119.131283
36.7225311,103.266128
36.7195433,117.13517
36.7145679,117.528683
36.7104179,117.528062
36.7097966,119.106176
36.7084901,115.480627
36.7069646,119.119445
36.7069646,119.119445
36.7030338,114.163744
36.7014293,119.105094
36.7003017,119.134135
36.6937064,114.189387
36.6884874,114.195904
36.6874362,117.315576
36.6873211,118.481924
36.6873211,118.481924
36.6858309,119.176143
36.6856177,101.263259
36.6856177,101.263259
36.6828915,117.057107
36.6819189,117.175371
36.6760872,117.130671
36.6759209,116.978192
36.6732579,117.520404
36.6689406,116.886059
36.6675722,117.519952
36.6603772,116.990362
36.6490799,117.955309
36.632257,116.976851
36.626292,109.418391
36.6230023,114.45534
36.6211601,101.779241
36.6209471,101.785124
36.612822,116.99921
36.612822,116.99921
36.6099629,114.518311
36.608887,114.490408
36.6073413,101.797295
36.6048751,114.476661
36.6037531,114.482806
36.6035671,114.478953
36.5971389,109.485919
36.5945109,109.485041
36.5865036,114.502116
36.5681244,107.300915
36.5681244,107.300915
36.5607209,116.773196
36.5573409,114.791691
36.5544333,116.812729
36.5504152,116.815301
36.5334704,113.033847
36.5024128,111.704292
36.4964362,117.853886
36.4943394,102.099448
36.4930827,101.58651
36.4806603,115.462824
36.4800857,103.639767
36.4794854,102.396175
36.4599949,107.983411
36.4588726,115.983183
36.451561,114.698744
36.4510761,115.982363
36.4444872,114.687234
36.436293,112.973578
36.4257924,119.215335
36.4245795,119.222848
36.4195666,114.204871
36.396745,120.421888
36.3965429,120.449291
36.3965429,120.449291
36.3892629,120.450414
36.3678995,119.796644
36.362264,114.931756
36.3582689,119.79989
36.3518536,114.925749
36.340078,113.223394
36.3372427,114.607063
36.3194764,120.317407
36.3094702,103.958416
36.3078863,114.27463
36.3074844,120.412714
36.2950552,120.39167
36.2865913,120.383162
36.2852331,115.142737
36.2852101,116.450466
36.2767139,113.158607
36.2553554,120.029837
36.2426188,111.695641
36.237634,117.671751
36.2060538,113.103522
36.2057598,113.114379
36.1942929,117.092998
36.1933804,113.107857
36.1862734,118.150126
36.1841969,116.769301
36.1838049,116.764958
36.1835315,113.107906
36.1826244,117.131504
36.1820795,113.103397
36.176814,120.446473
36.146042,114.765812
36.1286131,117.067301
36.1279249,115.787634
36.1123118,114.40476
36.1107346,120.409042
36.1100924,114.347124
36.1096292,120.442648
36.10878,114.340364
36.0997138,114.290599
36.0995636,103.621096
36.0989464,120.427389
36.0965165,103.748388
36.0965165,103.748388
36.0965165,103.748388
36.0964579,120.382665
36.0955288,111.504845
36.0936817,111.499205
36.0930733,120.458155
36.0900231,120.373261
36.0834936,120.326437
36.0821836,111.536731
36.0809912,120.349841
36.080598,120.001702
36.0798671,103.691564
36.0798095,113.812571
36.0766297,111.51853
36.0760454,115.198221
36.0687584,120.313855
36.0682011,111.505781
36.0678666,103.767213
36.0662279,120.38601
36.0659898,103.780391
36.064149,103.79076
36.0617986,103.768112
36.0598648,103.822109
36.0590135,103.814297
36.058796,103.817968
36.0581194,113.053034
36.0580312,103.829126
36.057699,103.850803
36.054917,103.824871
36.0523909,113.039872
36.0494063,103.89926
36.0481414,103.880098
36.0480528,103.870345
36.0451841,103.83853
36.0430678,103.868826
36.0411155,103.851404
36.0411155,103.851404
36.019986,120.14206
36.0069511,119.401775
36.0029132,107.883905
35.9962411,119.384239
35.9932852,119.401738
35.9850849,119.383752
35.9839084,119.456327
35.9793294,110.862455
35.974931,119.415462
35.972919,115.855898
35.972802,120.165749
35.9679918,120.176569
35.9560075,103.28166
35.9543808,117.590698
35.9543808,117.590698
35.9541148,117.590742
35.9532292,120.199359
35.9516681,120.180493
35.9496621,120.185782
35.9350432,104.161857
35.9325293,116.465142
35.9325293,116.465235
35.9188976,114.3521
35.9136085,114.382977
35.8888301,111.43043
35.8745851,120.049577
35.873797,120.015663
35.8450382,104.114357
35.8321789,108.012757
35.8147304,117.769383
35.8041081,116.094487
35.8033036,116.088087
35.799793,115.022375
35.7984941,112.92193
35.7956984,118.634963
35.7843509,118.618799
35.7754233,114.998502
35.77438,115.058988
35.770972,115.059305
35.7589184,109.433712
35.7541733,116.819335
35.7141805,102.890475
35.7138366,117.945363
35.7138366,117.945363
35.7102601,115.033803
35.7078257,116.487814
35.7025465,119.774526
35.689274,105.052355
35.6832941,114.271766
35.6400465,111.467574
35.6397377,111.479579
35.6217162,111.38213
35.6216697,111.380687
35.6139927,111.358891
35.6108077,114.186282
35.608822,111.219789
35.6055373,103.224883
35.6031259,110.996731
35.5997766,110.974595
35.5927655,110.709218
35.5925335,104.60695
35.5925335,104.60695
35.5925335,104.60695
35.5914305,118.8607
35.5902855,118.845342
35.5891079,116.975753
35.5890179,116.9921
35.579974,116.986542
35.5781552,118.825814
35.5587956,115.497941
35.5567491,116.809332
35.5552085,116.83321
35.5508276,118.450365
35.550529,118.441968
35.550529,118.441968
35.5407642,106.677959
35.5399622,106.676022
35.5223217,105.725551
35.5075545,112.886215
35.501432,107.916729
35.5010293,112.839506
35.4992041,112.833886
35.4967491,112.847097
35.4946342,108.355229
35.4904257,111.567683
35.4851927,112.853913
35.4817443,117.641009
35.4593366,113.798807
35.4590686,113.796503
35.4278737,103.35805
35.4260859,116.591323
35.4212128,110.840347
35.4209969,119.52796
35.4209969,119.52796
35.4209969,119.52796
35.4109919,114.060837
35.4082689,116.96862
35.4079686,116.5846
35.4067794,116.334498
35.4052199,116.964845
35.3979278,116.341326
35.3926321,116.084818
35.379341,103.866566
35.3421963,107.379983
35.3046708,113.865693
35.3035384,107.030851
35.3003347,111.665527
35.2984693,113.864835
35.2978411,113.895512
35.2920105,115.115047
35.2858931,113.940741
35.2814331,113.878054
35.2801622,113.92341
35.2741519,115.49496
35.2696084,117.973969
35.2687769,117.967503
35.2620796,113.864734
35.2616835,113.650375
35.2605941,115.449165
35.2462348,115.482034
35.2396521,113.227525
35.2393111,115.451805
35.2354997,115.433053
35.2345297,115.440453
35.2337379,115.477376
35.2314699,115.479528
35.2311301,115.49459
35.2280729,113.436798
35.2280549,113.229935
35.2179604,113.270581
35.217088,113.429212
35.2136128,113.246059
35.2118541,106.645618
35.2062861,106.62594
35.1885016,109.9286
35.1885016,109.9286
35.1864465,114.653479
35.1864465,114.653479
35.1837495,114.653679
35.1755953,118.831477
35.1719062,113.061363
35.1414902,111.221303
35.1410669,111.226393
35.1321913,104.206657
35.1314468,110.774699
35.1246473,110.921498
35.1241023,110.916007
35.1172076,108.344155
35.1117113,117.13985
35.1117113,117.13985
35.1046148,113.398969
35.0934276,112.577389
35.0928499,118.351635
35.091917,112.600198
35.091917,112.600198
35.0909593,112.927693
35.0901482,113.410366
35.0901482,113.410366
35.0896591,117.187744
35.0874344,117.156132
35.08529,118.391498
35.0847125,118.309149
35.0802564,117.154928
35.0750175,115.561565
35.0750175,115.561565
35.0708393,116.31059
35.0629105,109.054575
35.0615484,110.993567
35.0610769,113.931672
35.0558878,111.006726
35.0476952,110.99046
35.0395736,114.425194
35.0369603,110.984954
35.0259383,110.996143
35.0214295,110.99192
35.0179426,118.34961
35.0074866,113.733019
35.0063938,104.632246
35.0040421,104.639058
34.9361474,113.074646
34.9199828,112.776228
34.9156538,118.638735
34.9093516,108.97532
34.9069357,112.781062
34.9003004,112.569296
34.8936246,106.852033
34.8698806,110.443344
34.8567525,118.044906
34.851582,117.555308
34.8429577,113.660876
34.8417651,119.119297
34.8416358,119.151781
34.8293526,112.436509
34.8274078,113.677019
34.8229158,111.195346
34.8193854,117.121531
34.81247,113.321308
34.812042,113.660006
34.8095656,114.252986
34.8086424,113.537956
34.8085239,114.316032
34.8084342,113.623838
34.8080017,113.55944
34.8068723,113.285323
34.8055759,117.30299
34.802546,113.67178
34.8007137,109.920197
34.8004556,117.320642
34.8001583,117.263127
34.8001188,114.344734
34.7975353,113.560862
34.7971107,113.674811
34.7971107,113.674811
34.7959007,117.254977
34.7944071,113.795308
34.7944071,113.795308
34.7941651,114.353286
34.793204,113.598088
34.7929371,114.30977
34.7926813,113.687707
34.7905897,116.077521
34.7896427,115.787848
34.7885339,113.667411
34.7871644,113.637499
34.7863416,113.711145
34.7850335,113.417112
34.782071,113.596673
34.7802388,116.084215
34.7799411,116.085503
34.7795512,117.272845
34.7788157,111.195217
34.7787705,113.716076
34.7781538,113.700018
34.7775796,113.3923
34.7755183,113.66305
34.7748753,117.580438
34.7620934,113.701916
34.760055,112.992964
34.7588463,113.594604
34.7579837,113.660152
34.7571642,113.662826
34.7567592,113.764681
34.7560642,113.663581
34.7554452,112.980203
34.7552969,113.676299
34.7551162,113.768462
34.7548832,116.928383
34.7515287,113.659483
34.7512671,106.14801
34.7483052,109.202179
34.7473508,113.710557
34.7467403,112.986098
34.7437591,119.366747
34.7433636,113.614084
34.7411497,113.676987
34.7391121,113.637447
34.7377655,113.892062
34.7375072,116.929366
34.737498,105.310415
34.7370807,113.644472
34.7369122,113.622572
34.7366318,113.608663
34.7305051,104.908616
34.7276523,113.621539
34.7269846,113.634124
34.7269846,113.634124
34.7252051,113.709714
34.7225631,113.706753
34.7217017,114.013405
34.721507,113.609831
34.7210716,113.694747
34.7148725,113.748476
34.7104525,113.621545
34.7086361,113.527157
34.7048773,113.623236
34.7001449,116.608651
34.6999336,116.59105
34.699334,113.665421
34.6954578,116.593614
34.6952321,116.618079
34.6948132,112.475438
34.687196,112.474762
34.6845845,112.471526
34.6619832,112.379321
34.6615855,113.636918
34.6514945,112.427972
34.6200023,113.688068
34.6144526,118.341227
34.6140923,113.709417
34.6118238,112.408169
34.6005879,119.178835
34.6001422,113.681345
34.5805237,103.507228
34.5784973,105.761672
34.5692985,117.738685
34.5660412,113.854972
34.5639875,117.721608
34.5619102,113.85313
34.5617004,114.756883
34.5609352,117.728334
34.5494176,114.769085
34.5466407,112.16381
34.5377125,113.365013
34.5372064,113.38086
34.5346372,113.361755
34.5221955,107.391196
34.5082498,109.756052
34.5013315,109.477702
34.4993645,109.48742
34.4992305,109.488544
34.4898103,113.796531
34.4688936,113.01789
34.4666638,108.998913
34.4610686,113.025955
34.4506712,115.609757
34.4448833,115.071645
34.4432846,113.030026
34.4431261,115.645988
34.4407953,107.617651
34.4393286,115.65126
34.4372538,117.456022
34.4339157,115.639135
34.4324611,116.345595
34.4273549,116.344861
34.4215219,113.743643
34.3987174,115.859021
34.3978278,115.824647
34.3962316,113.74254
34.3828873,107.896802
34.3784028,109.219255
34.3761362,108.975133
34.3755836,118.350435
34.3728269,109.210646
34.3719616,118.34804
34.370422,107.176179
34.3667875,118.346915
34.3655039,107.164972
34.3642617,116.69263
34.3641718,107.201281
34.3636538,107.201261
34.3598127,115.644146
34.3554799,107.130014
34.3493806,107.224653
34.3471146,107.224649
34.3430412,108.95927
34.3417307,108.925915
34.3399676,108.932458
34.3397813,108.941344
34.3380408,108.70852
34.3372618,108.708678
34.3364468,108.702376
34.3333305,117.961949
34.3329289,108.83749
34.3327198,108.713385
34.3318422,108.94466
34.3306503,108.941241
